source_dataset,process,stickout,source_run,rpm,doc,window,sample_id,label,original_image_split,npz_path,image_path,split,target,global_mse,global_mae,sve_max,sve_topk
turning,turning,4p5inchStickout,4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015,770.0,0p015,1,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0001,no_chatter,validation,"data/01_windowed_labeled_2,5s/4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015/F_13-Jun-2017_rpm770_doc0p015_window_0001.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0001_no_chatter.png,validation,0,0.00066042336,0.010589965,0.0027806393,0.0017342918
turning,turning,4p5inchStickout,4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015,770.0,0p015,2,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0002,no_chatter,validation,"data/01_windowed_labeled_2,5s/4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015/F_13-Jun-2017_rpm770_doc0p015_window_0002.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0002_no_chatter.png,validation,0,0.0012010309,0.02111132,0.0015662938,0.0014382055
turning,turning,4p5inchStickout,4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015,770.0,0p015,4,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0004,no_chatter,validation,"data/01_windowed_labeled_2,5s/4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015/F_13-Jun-2017_rpm770_doc0p015_window_0004.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0004_no_chatter.png,validation,0,0.0014369064,0.02377513,0.0019397386,0.0018684844
turning,turning,4p5inchStickout,4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015,770.0,0p015,5,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0005,no_chatter,validation,"data/01_windowed_labeled_2,5s/4p5inchStickout/F_13-Jun-2017_rpm770_doc0p015/F_13-Jun-2017_rpm770_doc0p015_window_0005.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/4p5inchStickout_F_13-Jun-2017_rpm770_doc0p015_window_0005_no_chatter.png,validation,0,0.0011340167,0.020699568,0.0015598901,0.0013864745
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,0,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0000,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0000.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0000_no_chatter.png,test,0,6.537502e-05,0.0026783121,9.9830046e-05,8.495205e-05
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,3,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003_no_chatter.png,test,0,0.0009423273,0.012692605,0.0023945933,0.0017967407
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,4,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0004,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0004.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0004_no_chatter.png,test,0,0.0007449708,0.012329384,0.0017254861,0.0013081882
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0012,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0012.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0012_no_chatter.png,test,0,0.00087932375,0.016521173,0.001671822,0.001215116
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p040,320.0,0p040,22,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0022,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p040/F_08-Jun-2017_rpm320_doc0p040_window_0022.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0022_no_chatter.png,test,0,0.0005673538,0.01301828,0.000846355,0.000705642
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,3,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0003,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0003_no_chatter.png,test,0,0.0015271945,0.017520944,0.0035190124,0.002488972
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,8,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0008,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0008.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0008_no_chatter.png,test,0,0.00046050738,0.011742242,0.00056300097,0.000549247
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,9,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0009,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0009.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0009_no_chatter.png,test,0,0.00058295357,0.013142753,0.0008237143,0.00071738166
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0012,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0012.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0012_no_chatter.png,test,0,0.0005166143,0.012258233,0.0006446245,0.000604814
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,13,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0013,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0013.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0013_no_chatter.png,test,0,0.00080573594,0.015066366,0.0011952339,0.0010546091
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,14,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0014,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0014.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0014_no_chatter.png,test,0,0.00070199854,0.014993229,0.0009349074,0.00085697416
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,17,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0017,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0017.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0017_no_chatter.png,test,0,0.0005984492,0.013262089,0.00078803604,0.00072558486
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,22,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0022,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0022.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0022_no_chatter.png,test,0,0.0005989312,0.013113665,0.00077767373,0.00072618184
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p050,320.0,0p050,23,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0023,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p050/F_08-Jun-2017_rpm320_doc0p050_window_0023.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0023_no_chatter.png,test,0,0.00076482934,0.014978361,0.0014675205,0.0010701328
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm425_doc0p005,425.0,0p005,3,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0003,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm425_doc0p005/F_08-Jun-2017_rpm425_doc0p005_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0003_no_chatter.png,test,0,0.00071001134,0.014734944,0.0008346944,0.00080504484
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm425_doc0p005,425.0,0p005,5,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0005,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm425_doc0p005/F_08-Jun-2017_rpm425_doc0p005_window_0005.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0005_no_chatter.png,test,0,0.0007606006,0.01512001,0.0008575282,0.00084136444
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,425.0,0p020,2,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0002,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm425_doc0p020/F_08-Jun-2017_rpm425_doc0p020_window_0002.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0002_no_chatter.png,test,0,0.0011363287,0.018342616,0.0015426644,0.0014056046
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,425.0,0p020,5,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0005,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm425_doc0p020/F_08-Jun-2017_rpm425_doc0p020_window_0005.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0005_no_chatter.png,test,0,0.0043151854,0.031496055,0.009169685,0.0072727897
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm425_doc0p025,425.0,0p025,2,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0002,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm425_doc0p025/F_08-Jun-2017_rpm425_doc0p025_window_0002.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0002_no_chatter.png,test,0,0.0008887392,0.01568683,0.0012965603,0.0011647689
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p002,570.0,0p002,2,2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0002,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p002/F_08-Jun-2017_rpm570_doc0p002_window_0002.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0002_chatter.png,test,1,0.0037539518,0.03400293,0.006585055,0.006066702
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p002,570.0,0p002,3,2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0003,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p002/F_08-Jun-2017_rpm570_doc0p002_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0003_chatter.png,test,1,0.0055817417,0.046135247,0.007537283,0.0068626083
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p005,570.0,0p005,1,2inchStickout_F_08-Jun-2017_rpm570_doc0p005_window_0001,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p005/F_08-Jun-2017_rpm570_doc0p005_window_0001.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p005_window_0001_no_chatter.png,test,0,0.00070940354,0.012487764,0.0010730249,0.0010288643
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p005,570.0,0p005,2,2inchStickout_F_08-Jun-2017_rpm570_doc0p005_window_0002,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p005/F_08-Jun-2017_rpm570_doc0p005_window_0002.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p005_window_0002_chatter.png,test,1,0.0028445486,0.030129166,0.0055428045,0.0045600343
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p010,570.0,0p010,0,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0000,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p010/F_08-Jun-2017_rpm570_doc0p010_window_0000.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0000_no_chatter.png,test,0,8.557854e-05,0.0031372602,0.00012063535,0.00011209239
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p010,570.0,0p010,1,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0001,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p010/F_08-Jun-2017_rpm570_doc0p010_window_0001.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0001_no_chatter.png,test,0,0.0012392341,0.017066786,0.0032832734,0.002394986
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p010,570.0,0p010,2,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0002,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p010/F_08-Jun-2017_rpm570_doc0p010_window_0002.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0002_chatter.png,test,1,0.003709811,0.03760484,0.0047406964,0.0046584974
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p010,570.0,0p010,3,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0003,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p010/F_08-Jun-2017_rpm570_doc0p010_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0003_chatter.png,test,1,0.002779617,0.03281568,0.0048637483,0.0037473198
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p010,570.0,0p010,4,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0004,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p010/F_08-Jun-2017_rpm570_doc0p010_window_0004.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0004_chatter.png,test,1,0.0038998222,0.039516374,0.0048797014,0.004728725
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm570_doc0p010,570.0,0p010,5,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0005,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm570_doc0p010/F_08-Jun-2017_rpm570_doc0p010_window_0005.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0005_chatter.png,test,1,0.004610157,0.04363009,0.0064258464,0.0056813583
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p001,770.0,0p001,0,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0000,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p001/F_08-Jun-2017_rpm770_doc0p001_window_0000.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0000_no_chatter.png,test,0,0.00021612065,0.004871606,0.00025839437,0.00024260585
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p001,770.0,0p001,6,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0006,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p001/F_08-Jun-2017_rpm770_doc0p001_window_0006.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0006_chatter.png,test,1,0.0031733643,0.036231015,0.005076494,0.0040602363
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p001,770.0,0p001,7,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0007,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p001/F_08-Jun-2017_rpm770_doc0p001_window_0007.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0007_chatter.png,test,1,0.007924028,0.058801737,0.011598829,0.010082666
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,1,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0001,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0001.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0001_chatter.png,test,1,0.01626966,0.06295893,0.04989875,0.039826624
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,2,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0002,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0002.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0002_chatter.png,test,1,0.018034497,0.08898236,0.023681518,0.023071185
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,3,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0003,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0003.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0003_chatter.png,test,1,0.0232095,0.10202041,0.03261468,0.029365128
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,4,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0004,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0004.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0004_chatter.png,test,1,0.024239562,0.10634654,0.035703335,0.033112258
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,5,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0005,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0005.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0005_chatter.png,test,1,0.025858767,0.110583484,0.037922338,0.034270708
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,6,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0006,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0006.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0006_chatter.png,test,1,0.023681343,0.10460829,0.034154937,0.031035354
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,7,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0007.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007_chatter.png,test,1,0.022875896,0.101706095,0.040662326,0.031541824
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,8,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0008,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0008.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0008_chatter.png,test,1,0.024968026,0.10975779,0.032878064,0.032060258
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,9,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0009,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0009.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0009_chatter.png,test,1,0.025445554,0.11069069,0.033522855,0.03208099
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,10,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0010,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0010.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0010_chatter.png,test,1,0.029102035,0.1207042,0.05059092,0.040884685
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,11,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0011.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011_chatter.png,test,1,0.028043633,0.11954421,0.04031962,0.037221476
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,12,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0012,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0012.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0012_chatter.png,test,1,0.023321992,0.10481463,0.033558622,0.030480633
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,770.0,0p010,13,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0013,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm770_doc0p010/F_08-Jun-2017_rpm770_doc0p010_window_0013.npz",data/02_spectrograms_150x100px_dataset/test/chatter/2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0013_chatter.png,test,1,0.00962885,0.06630734,0.013510426,0.011856683
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,,,1,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0001,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter/F_08-Jun-2017_smoothingCut2_noChatter_window_0001.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0001_no_chatter.png,test,0,0.0007397169,0.010671883,0.0013482027,0.0012288648
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,,,7,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter/F_08-Jun-2017_smoothingCut2_noChatter_window_0007.npz",data/02_spectrograms_150x100px_dataset/test/no_chatter/2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007_no_chatter.png,test,0,0.0009807815,0.01594804,0.0011631387,0.0010812226
