dataset,method,sample_id,split,label,target,score_value,outer_fold
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0003,validation,chatter,1,0.0064100963063538074,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0014,validation,no_chatter,0,0.0002799103385768831,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0004,validation,no_chatter,0,0.0002458303642924875,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0012,validation,no_chatter,0,0.00024239675258286297,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0020,validation,no_chatter,0,0.0007869037799537182,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0009,validation,no_chatter,0,0.00031931622652336955,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0016,validation,no_chatter,0,0.0003566613595467061,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p045_window_0017,validation,no_chatter,0,0.0005411460879258811,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0012,test,no_chatter,0,0.0002631375682540238,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0022,test,no_chatter,0,0.00037565839011222124,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0003,test,no_chatter,0,0.0005043054115958512,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p015_window_0007,validation,no_chatter,0,0.0010790809756144881,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p017_window_0004,validation,no_chatter,0,0.001103132963180542,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0006,validation,chatter,1,0.0033801645040512085,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm570_doc0p001_window_0005,validation,chatter,1,0.0017005930421873927,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm570_doc0p002_window_0003,test,chatter,1,0.003142219502478838,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0002,test,chatter,1,0.001938247005455196,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0002,validation,chatter,1,0.005656011868268251,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0007,validation,chatter,1,0.005307983607053757,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0009,validation,chatter,1,0.004593731369823217,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0003,test,chatter,1,0.002673245267942548,4
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0004,test,chatter,1,0.0027852822095155716,4
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p010_window_0003,test,no_chatter,0,0.0003953250707127154,4
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p012_window_0002,test,chatter,1,0.0015520879533141851,4
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p014_window_0004,validation,no_chatter,0,0.0005444266134873033,4
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p014_window_0005,validation,no_chatter,0,0.0004934502649120986,4
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_window_0000,validation,no_chatter,0,0.00013189575111027807,4
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0005,test,chatter,1,0.0024125147610902786,4
turning,pca_image_reconstruction,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p025_window_0000,validation,no_chatter,0,8.831126251607202e-06,4
turning,pca_image_reconstruction,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p025_window_0003,validation,no_chatter,0,0.0007866409723646939,4
turning,pca_image_reconstruction,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p030_window_0009,test,no_chatter,0,0.0018681049114093184,4
turning,pca_image_reconstruction,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0000,validation,no_chatter,0,8.64802404976217e-06,4
turning,pca_image_reconstruction,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p010_window_0002,test,no_chatter,0,8.03474358690437e-06,4
turning,pca_image_reconstruction,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0001,validation,no_chatter,0,0.0008860116940923035,4
turning,pca_image_reconstruction,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p016_window_0000,test,no_chatter,0,1.7853491954156198e-05,4
turning,pca_image_reconstruction,4p5inchStickout_F_13-Jun-2017_rpm770_doc0p010_window_0003,test,no_chatter,0,0.0007364466437138617,4
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008,validation,chatter,1,1.3220388410928334,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010,validation,chatter,1,0.2733111090585876,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0006,validation,no_chatter,0,-0.2975564663829928,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0013,validation,no_chatter,0,-0.08389216037181613,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0001,validation,no_chatter,0,-0.06427918615804962,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0013,validation,no_chatter,0,-0.3894401094769855,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0003,validation,no_chatter,0,-0.07786472398076105,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0003,validation,no_chatter,0,-0.1519543878471048,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0008,validation,no_chatter,0,-0.3437372711741946,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0019,validation,no_chatter,0,-0.18287714495449903,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003,test,no_chatter,0,-0.018258775697680196,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0003,test,no_chatter,0,-0.014416866854713328,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0013,test,no_chatter,0,-0.47860649679366585,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p060_xAccDetached_window_0003,validation,no_chatter,0,-0.307440254853691,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0005,test,no_chatter,0,-0.35539765029123505,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0004,validation,chatter,1,0.4618096900739437,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0007,validation,chatter,1,0.5516509063910126,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0001,test,no_chatter,0,-0.1810215280182348,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0003,test,chatter,1,0.25666699311518437,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0005,test,chatter,1,1.503871732892511,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0000,test,no_chatter,0,-0.01976371260853038,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0007,test,chatter,1,1.5045972682885234,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0005,validation,chatter,1,1.507437501886433,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0006,validation,chatter,1,1.507437501886433,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007,test,chatter,1,1.507437501886433,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011,test,chatter,1,1.507437501886433,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007,test,no_chatter,0,-0.2931903881073794,5
turning,one_class_svm_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0010,test,no_chatter,0,-0.3586339067251274,5
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0004,test,no_chatter,0,-0.3121620677015162,5
turning,one_class_svm_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0004,test,chatter,1,1.2224618263561906,5
turning,one_class_svm_image_features,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p030_window_0001,test,no_chatter,0,-0.032747830053452276,5
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0005,validation,no_chatter,0,0.019297882406236644,5
turning,one_class_svm_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0010,validation,no_chatter,0,-0.03496533076559105,5
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p005_window_0001,test,no_chatter,0,-0.013801686110975986,5
turning,one_class_svm_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p013_window_0002,test,no_chatter,0,-0.09455202259481821,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008,validation,chatter,1,0.13007884631376398,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010,validation,chatter,1,0.05106180112597869,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0006,validation,no_chatter,0,-0.11974988137580783,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0013,validation,no_chatter,0,-0.010949844487745997,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0001,validation,no_chatter,0,-0.12199916703784675,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0013,validation,no_chatter,0,-0.12346833329142914,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0003,validation,no_chatter,0,-0.12140738143010094,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0003,validation,no_chatter,0,-0.09510791926158502,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0008,validation,no_chatter,0,-0.1277301178964611,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0019,validation,no_chatter,0,-0.07596819709928909,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003,test,no_chatter,0,-0.0634905858796273,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0003,test,no_chatter,0,-0.05863026962253093,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0013,test,no_chatter,0,-0.11414399045314405,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm320_doc0p060_xAccDetached_window_0003,validation,no_chatter,0,-0.11033546547024242,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0005,test,no_chatter,0,-0.09988413594060719,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0004,validation,chatter,1,0.13619390616402016,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0007,validation,chatter,1,0.12878522639962786,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0001,test,no_chatter,0,-0.049670727987953744,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0003,test,chatter,1,0.1397247830106041,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0005,test,chatter,1,0.19728088071288397,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0000,test,no_chatter,0,-0.11251125491344777,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0007,test,chatter,1,0.22312125130476212,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0005,validation,chatter,1,0.282763833443506,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0006,validation,chatter,1,0.27485989952103196,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007,test,chatter,1,0.2508784063216827,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011,test,chatter,1,0.2709758923064425,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007,test,no_chatter,0,-0.1081288933095434,5
turning,isolation_forest_image_features,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0010,test,no_chatter,0,-0.1069663804743824,5
turning,isolation_forest_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0004,test,no_chatter,0,-0.035044129418366377,5
turning,isolation_forest_image_features,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0004,test,chatter,1,0.21914427256798463,5
turning,isolation_forest_image_features,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p030_window_0001,test,no_chatter,0,-0.07878395669364596,5
turning,isolation_forest_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0005,validation,no_chatter,0,-0.02927040429222555,5
turning,isolation_forest_image_features,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0010,validation,no_chatter,0,-0.0716916201577566,5
turning,isolation_forest_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p005_window_0001,test,no_chatter,0,-0.010784904674466356,5
turning,isolation_forest_image_features,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p013_window_0002,test,no_chatter,0,-0.026784801162385075,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008,validation,chatter,1,0.0023622121661901474,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010,validation,chatter,1,0.0010839258320629597,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0006,validation,no_chatter,0,0.00027394815697334707,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0013,validation,no_chatter,0,0.001210323884151876,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0001,validation,no_chatter,0,1.1151178114232607e-05,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0013,validation,no_chatter,0,0.0002627396024763584,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0003,validation,no_chatter,0,2.104853410855867e-05,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0003,validation,no_chatter,0,0.000678065640386194,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0008,validation,no_chatter,0,0.00024664541706442833,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p030_window_0019,validation,no_chatter,0,0.0006693431059829891,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p040_window_0003,test,no_chatter,0,0.0006999651086516678,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0003,test,no_chatter,0,0.001207780558615923,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p050_window_0013,test,no_chatter,0,0.0005101231508888304,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm320_doc0p060_xAccDetached_window_0003,validation,no_chatter,0,0.0001917249319376424,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p005_window_0005,test,no_chatter,0,0.0004266553441993892,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0004,validation,chatter,1,0.001858242554590106,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm425_doc0p025_window_0007,validation,chatter,1,0.0014959645923227072,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0001,test,no_chatter,0,0.0008205886115320027,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0003,test,chatter,1,0.001766305067576468,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm570_doc0p010_window_0005,test,chatter,1,0.0020584315061569214,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0000,test,no_chatter,0,2.029587449214887e-05,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p001_window_0007,test,chatter,1,0.0036835414357483387,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0005,validation,chatter,1,0.005269533488899469,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p005_window_0006,validation,chatter,1,0.005390847567468882,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007,test,chatter,1,0.0025208669248968363,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011,test,chatter,1,0.003494932083413005,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007,test,no_chatter,0,0.0006419190904125571,5
turning,pca_image_reconstruction,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0010,test,no_chatter,0,0.000596461002714932,5
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0004,test,no_chatter,0,0.0012700159568339586,5
turning,pca_image_reconstruction,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p015_trial2_window_0004,test,chatter,1,0.002096173819154501,5
turning,pca_image_reconstruction,3p5inchStickout_F_12-Jun-2017_rpm570_doc0p030_window_0001,test,no_chatter,0,9.455350664211437e-06,5
turning,pca_image_reconstruction,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p005_window_0005,validation,no_chatter,0,0.00032477392232976854,5
turning,pca_image_reconstruction,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0010,validation,no_chatter,0,1.1400823495932855e-05,5
turning,pca_image_reconstruction,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p005_window_0001,test,no_chatter,0,0.0009282263345085084,5
turning,pca_image_reconstruction,4p5inchStickout_F_13-Jun-2017_rpm1030_doc0p013_window_0002,test,no_chatter,0,0.0009380649426020682,5
